xid,xqmc,adress,usetype,built,county,zone,在售202311,在租202311,price202311,rate202311,在售202403,在租202403,price202403,rate202403,BaiduX,BaiduY,WGS84X,WGS84Y
2700060100,航天花园,振兴路288号,住宅,2002年建成,江汉,范湖西北湖,1,0,18690,0.30%,11,0,18169,1.43%,114.2562485,30.61268616,114.2444025,30.608843
2700060313,华氏儒商花园,香港路218号,住宅,2003年建成,江汉,唐家墩,1,1,15858,-5.25%,0,0,16226,-0.26%,114.2902222,30.61257553,114.2782331,30.60923578
2610009226,浩海小区,杨汊湖新华下路特8号,住宅,1998年建成,江汉,红旗渠常青路,1,0,11103,-3.06%,1,0,10555,-0.22%,114.264534,30.63294029,114.2526515,30.62918221
2610642608,工人新村,台北路工人新村,住宅,1997年建成,江汉,唐家墩,1,0,12146,-13.64%,0,0,12155,4.22%,114.282486,30.61839867,114.2705281,30.61494358
2610627910,国贸新都,建设大道562号,住宅,1998年建成,江汉,武广万松园,1,0,10059,0.60%,1,0,10138,3.00%,114.2760849,30.60032845,114.2641784,30.59677746
2610627894,港信小区,新华路289~409号,住宅,1999年建成,江汉,范湖西北湖,1,1,13577,5.13%,0,1,12904,-6.63%,114.2753448,30.61161995,114.2634299,30.60804879
2610320390,锦绣江南四期,中北路126号,住宅,2011年建成,武昌,中北路,0,0,29142,3.00%,0,0,30599,1.00%,114.3619537,30.57126808,114.3500419,30.5672679
2610574542,御庭园,燕马新村185附1,住宅,2002年建成,江汉,友谊路,1,0,15508,-1.46%,2,1,15090,0.26%,114.2904129,30.58698463,114.278448,30.58366319
2610160260,刑侦宿舍,武汉市公安局江汉区分局刑事侦查大队宿舍,住宅,暂无资料,江汉,红旗渠常青路,1,0,15049,-2.00%,0,0,14853,1.00%,114.2711563,30.62375069,114.2592506,30.62010073
2610882552,香港路电信宿舍,建设大道长江日报社背后,住宅,2000年建成,江汉,唐家墩,1,0,16667,0.00%,0,0,16834,1.00%,114.2845001,30.61538506,114.272535,30.61196362
2610651912,新华下路小区,唐家墩路和香港路交汇处,住宅,2006年建成,江汉,红旗渠常青路,1,0,13039,-2.00%,0,0,12266,0.00%,114.2646866,30.63475609,114.2528032,30.63099937
2610607820,新华小路小区,新华小路沿线,住宅,1998年建成,江汉,武广万松园,1,0,15707,13.33%,1,0,10341,-3.00%,114.2787628,30.60023689,114.2668429,30.59673182
2610515982,西马新村,前三眼桥73号,住宅,1995年建成,江汉,唐家墩,1,1,13891,-2.55%,0,0,13528,-2.35%,114.2860718,30.61510658,114.2740993,30.61170895
2700060350,新兴花园晴雅轩,新华下路19号,住宅,2004年建成,江汉,范湖西北湖,1,0,14092,12.76%,0,0,13628,0.91%,114.2757492,30.61122322,114.2638326,30.60765927
2610020695,香江花园,香港路396号,住宅,1997年建成,江汉,唐家墩,1,0,15373,-0.72%,1,0,14422,-3.58%,114.2813034,30.62161827,114.2693488,30.61814196
2610020119,新大陆城市花园,江汉区唐家墩路201号,住宅,2001年建成,江汉,红旗渠常青路,1,0,12310,-5.67%,1,0,11344,-7.15%,114.2747192,30.62565041,114.2627952,30.62205988
2610009181,馨苑小区,新湾五路141号,住宅,2000年建成,江汉,红旗渠常青路,1,0,12039,-2.18%,1,0,11585,-1.97%,114.2604675,30.63376427,114.2485978,30.62995269
2610160832,万松园路,万松园路43号,住宅,1990年建成,江汉,武广万松园,1,0,15653,-0.71%,1,0,14201,-8.89%,114.2728195,30.59840393,114.2609311,30.59479821
2610080763,万丰花园,红旗渠路176号,住宅,2004年建成,江汉,红旗渠常青路,1,0,14147,-1.14%,1,0,13726,0.10%,114.2670059,30.63146973,114.2551144,30.62774894
2610803530,唐家墩省外贸宿舍,江汉区唐家墩海虹景旁边省外贸宿舍,住宅,1999年建成,江汉,唐家墩,1,0,15033,1.95%,1,0,12734,3.04%,114.2858505,30.61853027,114.2738759,30.61512722
2610153436,庭瑞时代,新华路与马场角路交汇处(菱角湖万达广场对面),住宅,2018年建成,江汉,范湖西北湖,1,0,25938,0.15%,1,1,23014,-3.91%,114.2747879,30.6135006,114.2628737,30.60991863
2610693660,泰源轻纺城,江汉长堤街1185号,住宅,2007年建成,江汉,友谊路,1,0,16130,-1.06%,2,0,15893,-2.06%,114.2898865,30.57706261,114.2779278,30.57373915
2610019907,泰合花园,机场河青年路269号,住宅,2000年建成,江汉,王家墩CBD,1,0,17006,-7.43%,1,0,16431,0.30%,114.2684021,30.60518074,114.2565266,30.60149766
2610194462,金涛铭座,千家街18号,住宅,2006年建成,武昌,阅马场首义,0,0,16905,-2.79%,0,0,17314,3.37%,114.3240356,30.54408836,114.3120201,30.54070359
2610163974,省石油宿舍小区,精武路37号,住宅,暂无资料,江汉,武广万松园,1,0,17109,-3.69%,1,0,15075,-7.42%,114.28582,30.59051514,114.2738737,30.58712949
2610153192,中百宿舍,发展大道八古墩东一巷,住宅,暂无资料,江汉,塔子湖,1,0,12690,-1.54%,1,0,12462,-0.23%,114.2787018,30.62685585,114.266757,30.62333298
2700060192,紫藤花园,香港路241号,住宅,2003年建成,江汉,唐家墩,1,3,18192,-1.28%,1,1,17448,0.64%,114.2854233,30.61342239,114.2734556,30.61001624
2610156472,远洋汉口公馆,湖北省武汉市发展大道163号,住宅,2019年建成,江汉,复兴村常码头,1,0,20607,6.31%,5,0,20172,-0.70%,114.2533264,30.61792183,114.2414792,30.61405317
2610103024,嘉景花园,积玉桥四清里社区内,住宅,2005年建成,武昌,积玉桥,0,0,21358,8.86%,0,0,17470,-1.93%,114.3195114,30.5661068,114.3075041,30.5627859
2610009246,北斗花园二期,唐蔡路6号,住宅,2002年建成,江汉,唐家墩,0,0,17889,-3.00%,0,0,19545,3.00%,114.2805023,30.6235733,114.2685504,30.62008258
2610009211,北湖教师小区,北湖路与北湖正街交口北行200米路西,住宅,1996年建成,江汉,范湖西北湖,0,0,25033,1.00%,0,0,24033,1.00%,114.2791443,30.60843849,114.2672135,30.60493449
2610153554,安全村,安全村232号,住宅,1999年建成,江汉,武广万松园,0,0,14700,-0.09%,0,0,14592,-1.41%,114.2759094,30.5988884,114.2640053,30.59533532
2610630212,安友花园,三眼桥北路21号,住宅,2000年建成,江汉,唐家墩,0,0,14867,1.96%,0,0,14121,-0.54%,114.2840271,30.61744308,114.2720624,30.61401303
2610803538,812厂宿舍,江汉区唐家墩812厂宿舍,住宅,1999年建成,江汉,唐家墩,0,0,12717,0.01%,0,0,12717,7.52%,114.2811508,30.61137962,114.2692066,30.60790725
2610627880,62中教师宿舍,同济医院对面,住宅,1993年建成,江汉,武广万松园,0,0,18955,1.00%,0,0,18946,0.00%,114.2786636,30.59657478,114.2667479,30.59307035
2700060222,江南公寓,武昌区国棉村9号,住宅,2000年建成,武昌,徐东,0,0,16282,-1.29%,0,0,15909,-0.71%,114.355484,30.61384392,114.343539,30.60987726
2610956906,楚天都市金园,江汉区常青街复兴村57号,住宅,2011年建成,江汉,复兴村常码头,0,0,16990,5.82%,6,0,16346,-0.42%,114.248497,30.61734009,114.2366513,30.61345109
2610093001,楚天星座,青年路258号,住宅,2007年建成,江汉,武广万松园,0,4,13017,-5.66%,0,6,13361,5.85%,114.2706223,30.5951252,114.2587473,30.59148463
2610009256,长安公寓,长江日报路与前三眼桥之间,住宅,2001年建成,江汉,唐家墩,0,1,12086,3.00%,0,1,12446,1.00%,114.2869034,30.61194229,114.2749301,30.60855874
2610009255,长源大厦,青年路155号,住宅,2002年建成,江汉,武广万松园,0,0,13115,-7.27%,0,0,11501,0.00%,114.2693787,30.59470177,114.2575097,30.59104108
2610009250,长乐小区,常青路294号,住宅,2000年建成,江汉,范湖西北湖,0,0,11751,-2.20%,0,0,10993,-5.34%,114.2557526,30.61749268,114.2439027,30.61364219
2610803302,北湖烟草宿舍,北湖街北湖烟草宿舍,住宅,2002年建成,江汉,唐家墩,0,0,16304,-1.00%,0,0,17294,1.00%,114.2796402,30.61206818,114.267703,30.60857015
2610803024,北湖环保社区,江汉区北湖街环保社区,住宅,2003年建成,江汉,范湖西北湖,0,0,13614,0.41%,0,0,13204,-3.00%,114.2818756,30.60832024,114.2699311,30.60486178
2610659390,北湖电力局宿舍,北湖小学旁边电力局宿舍,住宅,1990年建成,江汉,范湖西北湖,0,0,24673,-1.00%,0,0,24889,-3.00%,114.2805328,30.60916519,114.2685942,30.60568404
2610650018,北湖北街小区,北湖北街沿线附近小区房,住宅,1990年建成,江汉,范湖西北湖,0,0,24638,-2.00%,0,0,24861,1.00%,114.2786942,30.60865021,114.2667654,30.60513843
2610649240,北湖煤气公司宿舍,青年路与北湖西路交界处,住宅,1995年建成,江汉,范湖西北湖,0,0,21974,0.00%,0,0,22393,2.00%,114.2827072,30.60706902,114.2707598,30.60362485
2610648142,北湖公寓,北湖西路8号,住宅,1991年建成,江汉,范湖西北湖,0,0,13039,-8.35%,0,0,14363,1.34%,114.275795,30.60937309,114.2638801,30.60581116
2610643186,北湖小路小区,北湖小路附近周边小区,住宅,2007年建成,江汉,范湖西北湖,0,0,14438,-2.34%,0,0,14552,-6.27%,114.2786942,30.60865021,114.2667654,30.60513843
2610638158,北湖邮电公寓,新华下路付2号北湖邮电公寓,住宅,2003年建成,江汉,范湖西北湖,0,4,16677,-1.13%,1,7,15600,0.00%,114.2783051,30.60518646,114.2663821,30.60167036
2610624142,柏龙大厦,前进四路74号附近,住宅,2000年建成,江汉,江汉路,0,0,17130,-0.36%,0,0,16796,-4.86%,114.2916565,30.58673668,114.2796864,30.58343001
2610608544,北湖西路小区,北湖西路沿线,住宅,1995年建成,江汉,范湖西北湖,0,2,14201,-1.03%,0,4,13779,1.33%,114.2786942,30.60865021,114.2667654,30.60513843
2610605428,北湖正街小区,北湖正街沿线街区小区房,住宅,1996年建成,江汉,范湖西北湖,0,2,15147,-6.58%,0,2,14721,-3.04%,114.2813873,30.6072216,114.2694465,30.60375588
2610600742,北鑫花园,天门墩长江日报路27号,住宅,1991年建成,江汉,范湖西北湖,0,0,13759,-2.26%,0,0,13826,-0.11%,114.2826157,30.6095562,114.270666,30.60610891
2700060434,江南春树里,徐东大街50号,住宅,2001年建成,武昌,东湖东亭,0,0,27182,1.00%,0,0,26098,-1.00%,114.3690186,30.58128738,114.3570987,30.57726592
2610867574,朝阳公寓,新华西路与马场小路交界处,住宅,2001年建成,江汉,范湖西北湖,0,0,13583,-1.32%,0,0,12858,-1.89%,114.2725601,30.61522484,114.2606551,30.6116037
2610383988,碧湖花园,北湖小路90-98号,住宅,2001年建成,江汉,范湖西北湖,0,0,18899,-6.76%,0,0,17442,-3.78%,114.2737808,30.60799026,114.2618774,30.60439466
2610865208,长源公寓,江汉区招银大厦旁,住宅,1991年建成,江汉,武广万松园,0,0,11853,-9.88%,0,0,12664,3.00%,114.2767944,30.59980392,114.2648849,30.59626547
2610866498,常青一院,江汉区杨汊湖常青五路常青一垸,住宅,1992年建成,江汉,红旗渠常青路,0,0,16619,-3.00%,0,0,16444,1.00%,114.2671051,30.63633537,114.2552122,30.63261393
2610803552,常文里,江汉区常青街常文里,住宅,2001年建成,江汉,复兴村常码头,0,0,24697,2.00%,0,0,23226,2.00%,114.2516556,30.61049271,114.2398169,30.60661938
2610800306,长欣苑,万松街长欣苑,住宅,2001年建成,江汉,武广万松园,0,0,18050,3.30%,0,0,17311,-1.62%,114.2674179,30.592659,114.2555591,30.58896839
2610671102,楚宝公寓,汉口六渡桥前进二路,住宅,2002年建成,江汉,友谊路,0,0,21744,3.00%,0,0,21703,-3.00%,114.2924042,30.58311462,114.280433,30.57981803
2610659378,长堤社区,中山医院唐家巷,住宅,1997年建成,江汉,友谊路,0,0,18905,0.00%,0,0,18686,3.00%,114.2915497,30.57750511,114.2795838,30.57420142
2610650016,常宏里,常宏里58号,住宅,1996年建成,江汉,范湖西北湖,0,0,11878,-3.95%,0,0,11424,0.13%,114.2553177,30.61618805,114.2434697,30.61233483
2610649752,常青路电建小区,江汉区常青路123号,住宅,1996年建成,江汉,复兴村常码头,0,0,10821,-4.91%,0,0,10904,0.93%,114.2510223,30.623312,114.2391721,30.61942768
2610649726,财苑小区,江汉区商业服务学院附近,住宅,1995年建成,江汉,唐家墩,0,0,13943,0.00%,0,0,14355,3.00%,114.286232,30.61245155,114.2742614,30.60905799
2610648422,楚风阁,佳丽广场楚风阁,住宅,2000年建成,江汉,友谊路,0,0,37400,0.00%,0,0,34140,-2.00%,114.2951813,30.57995033,114.2832006,30.57668229
2610648144,长江日报宿舍,建设大道长江日报路旁,住宅,2002年建成,江汉,唐家墩,0,0,14094,1.11%,2,0,13471,-0.26%,114.2861023,30.60851479,114.2741366,30.60512192
2610647312,财贸学校宿舍,天门墩172号,住宅,1993年建成,江汉,唐家墩,0,0,36050,3.00%,0,0,35301,-2.00%,114.2860641,30.61219406,114.2740947,30.60879821
2610642708,财经职工宿舍,香港路武汉有线电视台对面财经职工宿舍,住宅,1998年建成,江汉,唐家墩,0,0,12634,-8.74%,1,0,11456,0.21%,114.2861481,30.61250877,114.2741778,30.60911394
2610640900,常利里,复兴村常利里,住宅,1999年建成,江汉,复兴村常码头,0,0,21482,-2.00%,0,0,21679,-1.00%,114.2507935,30.61276817,114.2389526,30.60888941
2610639572,常青司法局宿舍,复兴一村常青路司法局宿舍,住宅,1998年建成,江汉,复兴村常码头,0,0,17653,-3.00%,0,0,18547,3.00%,114.2500534,30.61297607,114.2382124,30.60909431
2610630114,长江日报路电信小区,长江日报路93号,住宅,1999年建成,江汉,唐家墩,0,0,28140,0.00%,0,0,29563,0.00%,114.2867355,30.60886765,114.2747664,30.60548373
2610616928,常青路铁路小区,常青路74号,住宅,2007年建成,江汉,红旗渠常青路,0,0,11351,-3.00%,0,0,11801,2.00%,114.2547073,30.62416649,114.2428536,30.6203037
2610616790,长城港湾,杨汊湖长港路长城港湾,住宅,2006年建成,江汉,红旗渠常青路,0,0,27533,1.00%,0,0,30387,2.00%,114.2575607,30.63772011,114.2456976,30.63387544
2700060383,金域雅庭,和平大道与一马路交口北行200米路西,住宅,2000年建成,武昌,积玉桥,0,0,18546,-5.63%,0,0,18137,-0.93%,114.3132782,30.56398582,114.3012643,30.56073166
2610648792,大夹社区,友谊南路7号附近,住宅,1990年建成,江汉,友谊路,0,0,14209,0.70%,0,0,14587,-0.30%,114.2913513,30.57440567,114.2793865,30.57110083
2610648748,东民里,六渡桥东民里,住宅,1990年建成,江汉,江汉路,0,0,16466,6.70%,0,0,14610,-0.31%,114.291008,30.58782768,114.2790399,30.58451293
2610648424,单洞社区,单洞三路25号,住宅,1994年建成,江汉,武广万松园,0,0,15058,-2.61%,0,0,14496,-0.42%,114.287178,30.5887394,114.2752266,30.58537437
2610638478,打铜社区,汉口统一街262号(打铜街),住宅,1992年建成,江汉,友谊路,0,0,8523,-1.00%,0,0,8264,-3.00%,114.2959442,30.58231544,114.28396,30.57905275
2610635306,电业小区,建设大道与青年路交口南行300路西,住宅,1996年建成,江汉,武广万松园,0,0,16880,-2.82%,0,0,16348,-0.44%,114.2700043,30.59090233,114.2581358,30.58725407
2610629468,钉丝小区,三眼桥唐家墩香江花园旁,住宅,2000年建成,江汉,唐家墩,0,0,14037,11.46%,0,0,13417,0.64%,114.2836151,30.62121964,114.2716492,30.61778082
2610628866,东方名都二期,常青路149号,住宅,2006年建成,江汉,红旗渠常青路,0,0,12651,3.00%,0,0,13420,2.00%,114.2445297,30.62975311,114.2326712,30.62585556
2610615290,多闻社区,民主一街21附19号,住宅,1998年建成,江汉,友谊路,0,0,14148,-3.75%,0,0,12407,-3.85%,114.2870636,30.58329964,114.2751159,30.57993576
2610613704,东航小区,正常青路复兴村,住宅,1998年建成,江汉,范湖西北湖,0,0,12258,-4.25%,0,0,12216,-0.11%,114.2580032,30.61677551,114.2461499,30.61294627
2610602266,电业新村,武广万松园青年路19号,住宅,2007年建成,江汉,武广万松园,0,3,23417,-1.54%,0,5,21957,-2.98%,114.2698975,30.5918293,114.2580287,30.58817876
2611192610,都会轩,江汉路与京汉大道交汇处循礼门站C出口,住宅,2016年建成,江汉,江汉路,0,0,29617,-1.61%,0,0,31043,0.33%,114.2922363,30.58859444,114.2802626,30.58529324
2611072066,顶琇国际公馆,红旗渠路和新湾五路交汇处往西300米,住宅,2015年建成,江汉,红旗渠常青路,0,0,18506,-2.06%,0,0,18288,-0.82%,114.2602463,30.62979317,114.2483784,30.62598089
2611035650,都市花园上园,马场角横路与北湖西路交汇处,住宅,2013年建成,江汉,范湖西北湖,0,1,22713,2.71%,0,1,21804,-0.98%,114.2740784,30.61040306,114.2621709,30.60681095
2610116426,东方名都,常青路149号,住宅,2005年建成,江汉,红旗渠常青路,0,0,12428,1.83%,0,0,12453,0.15%,114.2447205,30.6298008,114.2328622,30.62590297
2700060256,东舜花园,常青路149号,住宅,2002年建成,江汉,红旗渠常青路,0,0,19634,1.00%,0,0,19619,3.00%,114.2459717,30.62985039,114.2341152,30.62595168
2610019905,东方名园,香港路398号东方名园,住宅,1999年建成,江汉,唐家墩,0,0,12323,-3.00%,0,0,12583,0.94%,114.2792206,30.62078285,114.2672773,30.61727224
2610009193,德富花园,北湖西路2号,住宅,2000年建成,江汉,范湖西北湖,0,0,15527,-11.52%,1,0,14136,-0.95%,114.2718277,30.60769272,114.259934,30.60406415
2610160440,长航宿舍(江汉),民生路3号,住宅,暂无资料,江汉,友谊路,0,0,18834,-5.13%,0,0,18622,-0.94%,114.3017273,30.57913971,114.2897273,30.57591051
2610160436,长江日报路15号,长江日报路15号,住宅,暂无资料,江汉,范湖西北湖,0,1,17460,4.59%,0,0,17460,0.00%,114.2788696,30.61031532,114.2669382,30.60680542
2610160362,常青街发展社区省中药材宿舍,发展大道115号,住宅,暂无资料,江汉,复兴村常码头,0,0,11225,-1.35%,0,0,9947,0.00%,114.2504044,30.61594772,114.2385604,30.61206534
2700060288,金厦银座,湖北省武汉市武昌区火炬路29号,住宅,2004年建成,武昌,司门口,0,0,25007,-2.26%,0,0,24818,0.00%,114.3089752,30.55685806,114.2969576,30.55363081
2610616794,富华小区,精武路江汉工人文化宫背后,住宅,1996年建成,江汉,武广万松园,0,0,21351,-1.00%,0,0,22880,2.00%,114.2876129,30.5907917,114.2756579,30.58743162
2610157058,泛海桂府,武汉商务区黄海北路,住宅,2023年建成,江汉,王家墩CBD,0,0,29732,0.00%,0,0,28576,0.00%,114.2423782,30.605793,114.2305359,30.60191521
2610087140,富强天嘉园,常青路125号,住宅,2005年建成,江汉,复兴村常码头,0,0,11767,-6.03%,0,0,11675,-0.20%,114.2494278,30.62320137,114.2375776,30.61931122
2700060170,富豪花园三期,马场角路5号,住宅,1999年建成,江汉,范湖西北湖,0,0,13052,2.00%,0,0,12527,-2.00%,114.2723083,30.61165619,114.2604081,30.60803311
2610009539,富安公寓,汉口友谊路旁,住宅,2000年建成,江汉,友谊路,0,0,20013,0.00%,0,0,18642,0.00%,114.2841263,30.58537483,114.2721918,30.58196624
2610009192,复兴村汉江公寓,常青街常利里26-27,住宅,2000年建成,江汉,复兴村常码头,0,0,16386,3.18%,0,0,14320,2.00%,114.250824,30.61328506,114.2389826,30.60940609
2610009183,发展公寓,江汉金家墩火车站对面,住宅,1998年建成,江汉,范湖西北湖,0,0,12920,-7.79%,0,0,11467,0.01%,114.2581329,30.61839676,114.2462778,30.61456782
2610161592,单洞后路1到6号,"单洞后路1到3号, 单洞后路5号, 单洞后路..",住宅,暂无资料,江汉,江汉路,0,0,13228,-9.37%,0,0,12006,-1.05%,114.2891159,30.58997536,114.2771546,30.58663595
2610160250,大夹街236号,大夹街236号,住宅,暂无资料,江汉,友谊路,0,0,10051,-13.01%,0,0,10101,0.01%,114.2897644,30.57393456,114.2778065,30.57061068
2610157898,单洞社区烟草小区,解放大道872号,住宅,1996年建成,江汉,武广万松园,0,0,20634,2.00%,0,0,20807,-3.00%,114.2876129,30.58861542,114.2756595,30.58525654
2610153340,大龙社区,黄陂街77-83号,住宅,2000年建成,江汉,友谊路,0,0,25947,-3.00%,0,0,26202,-1.00%,114.2974167,30.57880974,114.2854287,30.57555953
2610906882,德望社区,江岸区台北路杂技厅北湖夜市对面,住宅,1990年建成,江汉,范湖西北湖,0,0,13904,-1.53%,1,1,13498,-7.19%,114.2841187,30.60661316,114.2721647,30.60319159
2610883886,大兴巷小区,前进二路大兴巷内小区楼房,住宅,1995年建成,江汉,友谊路,0,0,20527,-2.00%,0,0,19514,-1.00%,114.2911682,30.58381462,114.2792018,30.58050379
2610867648,多闻里小区,前进一路127号,住宅,1992年建成,江汉,友谊路,0,0,12304,2.00%,0,0,12677,1.00%,114.2889023,30.58387756,114.2769458,30.58053854
2610867236,顶琇晶城二期,江汉区发展大道299号,住宅,2008年建成,江汉,塔子湖,0,0,21294,2.00%,0,0,22146,1.00%,114.2789841,30.62617111,114.2670382,30.6226534
2610803556,东方商都,江汉区发展大道185号,住宅,2004年建成,江汉,红旗渠常青路,0,0,26156,0.00%,0,0,25600,-3.00%,114.2655869,30.62191772,114.2537062,30.61818072
2610803526,电影公司宿舍,香港北路唐家墩电影公司宿舍,住宅,2002年建成,江汉,范湖西北湖,0,0,14935,-8.60%,0,0,14576,0.60%,114.2813721,30.60653114,114.269432,30.60306563
2610667994,地质机关大院,解放大道684号,住宅,1990年建成,江汉,武广万松园,0,0,21299,0.00%,0,0,21491,1.00%,114.2745361,30.58579063,114.2626498,30.58222154
2610019853,金沙苑,紫沙路28号,住宅,1998年建成,武昌,小东门,0,0,15778,-4.52%,0,0,14553,-2.84%,114.3296356,30.55146408,114.3176412,30.54798055
2610009213,华微商住楼,江汉区唐家墩发展大道18号,住宅,2001年建成,江汉,红旗渠常青路,0,0,12290,-4.06%,0,0,12135,0.00%,114.2722168,30.6234417,114.2603063,30.61980972
2610009200,海虹公寓,工人新村109号,住宅,2001年建成,江汉,唐家墩,0,0,13764,-4.79%,0,0,12714,1.76%,114.2830963,30.62080956,114.2711333,30.61736278
2610009179,辉煌公寓,青年路364号,住宅,2001年建成,江汉,范湖西北湖,0,0,14499,0.10%,0,0,15616,2.39%,114.2704773,30.60995483,114.2585874,30.60630224
2611275958,牯牛洲街航侧小区,下牯牛洲三村159-170号,住宅,1993年建成,江汉,范湖西北湖,0,0,28201,3.00%,0,0,28471,-2.00%,114.2666397,30.61693192,114.2547592,30.61321372
2610867202,高家台电信宿舍,江汉区台北路片高家台135号电信宿舍,住宅,2001年建成,江汉,唐家墩,0,0,24123,2.00%,0,0,24334,-1.00%,114.2880478,30.60954666,114.2760717,30.60618066
2610803574,国安局宿舍,江汉区常青街银墩路旁国安宿舍,住宅,2002年建成,江汉,红旗渠常青路,0,0,22496,-2.00%,0,0,22478,-3.00%,114.259285,30.62325668,114.2474233,30.61943703
2610800264,耕辛里小区,江汉区前进街耕辛里小区,住宅,1996年建成,江汉,江汉路,0,0,16705,-1.00%,0,0,16695,-2.00%,114.2949142,30.585495,114.2829321,30.58222204
2610750578,国税局宿舍,周家墩12号国税局宿舍,住宅,2004年建成,江汉,唐家墩,0,0,21039,1.00%,0,0,21019,-3.00%,114.289032,30.61061859,114.2770503,30.60726502
2610155818,葛洲坝龙湖江宸,武汉青年路(范湖站地铁口),住宅,2021年建成,江汉,范湖西北湖,0,3,14683,-1.00%,0,3,14531,0.00%,114.2675858,30.61308479,114.2557051,30.60938363
2610009197,光华苑,江汉区北湖西路光华苑,住宅,1993年建成,江汉,范湖西北湖,0,0,16561,0.00%,0,0,17132,0.00%,114.2712021,30.60884285,114.2593101,30.60520303
2610163640,发展大道92号,发展大道92号,住宅,暂无资料,江汉,范湖西北湖,0,0,8310,-5.45%,0,0,7897,-2.00%,114.2542191,30.61702538,114.2423717,30.61316331
2610161526,复兴村农业局,振兴路27号,住宅,暂无资料,江汉,复兴村常码头,0,0,14835,-2.00%,0,0,14672,0.00%,114.2534943,30.61126137,114.2416535,30.60739808
2610161524,复兴村64号,复兴村64号,住宅,暂无资料,江汉,复兴村常码头,0,0,9345,-1.00%,0,0,9145,-3.00%,114.2464371,30.61307144,114.2345939,30.60918265
2610157302,房地局测绘中心宿舍,青年路314号房地局测绘中心宿舍,住宅,1997年建成,江汉,范湖西北湖,0,0,,,0,0,18163,0.00%,114.2703857,30.6023407,114.2585046,30.59869164
2610867192,福星公寓,汉口发展大道市新华西路,住宅,1996年建成,江汉,范湖西北湖,0,0,11275,-5.74%,0,0,11073,0.00%,114.257988,30.61823082,114.2461333,30.61440051
2610649982,复兴村小区,江汉复兴村内常青街、振兴路附近,住宅,1996年建成,江汉,复兴村常码头,0,0,15214,4.12%,0,0,15214,0.00%,114.2534943,30.61126137,114.2416535,30.60739808
2610646572,复兴一村,发展大道复兴一村内,住宅,1996年建成,江汉,复兴村常码头,0,0,14705,0.00%,0,0,16296,-1.00%,114.2481232,30.61240959,114.2362821,30.60852302
2610629226,飞行员小区,宝丰路易初莲花飞行员小区,住宅,1993年建成,江汉,王家墩CBD,0,0,30083,2.00%,0,0,32877,1.00%,114.2575836,30.59145927,114.2457569,30.5876421
2610627764,复兴新村,发展大道36号,住宅,1994年建成,江汉,复兴村常码头,0,0,22569,-0.30%,0,0,21860,0.78%,114.2534943,30.61126137,114.2416535,30.60739808
2610009515,金沙城公寓,武昌区小东门紫沙路100号,住宅,1998年建成,武昌,小东门,0,0,14262,-6.64%,0,0,16053,-0.29%,114.3288269,30.55351639,114.316832,30.5500477
2610620144,贺家敦公安局宿舍,贺家敦车站附近(毗邻汉口火车站西站),住宅,1997年建成,江汉,复兴村常码头,0,0,13757,1.00%,0,0,13341,-2.00%,114.251442,30.61724854,114.2395965,30.6133698
2610620124,焕英里,自治街与友谊路交汇处,住宅,1991年建成,江汉,友谊路,0,0,13181,-1.04%,0,0,13383,0.98%,114.2859802,30.58540916,114.2740367,30.58202861
2610612640,汉寿里,武汉市前进四路28号,住宅,2001年建成,江汉,友谊路,0,0,24492,2.00%,0,0,27031,2.00%,114.2939987,30.58420753,114.2820207,30.58092673
2610610470,红旗村,复兴村附近红旗村,住宅,1991年建成,江汉,红旗渠常青路,0,0,16475,2.64%,0,0,17480,2.00%,114.2545547,30.62864685,114.2426987,30.6247805
2610608546,华玻小区,妙墩路华玻小区,住宅,1999年建成,江汉,武广万松园,0,0,14459,1.41%,0,0,13997,0.73%,114.2683411,30.59482384,114.2564765,30.59114643
2610605536,黄孝北路小区,"黄孝北路杂技厅后,黄孝河北路临街",住宅,1996年建成,江汉,范湖西北湖,0,10,12485,7.17%,2,22,13623,3.13%,114.284256,30.60624504,114.2723018,30.60282584
2610605478,航空路电力社区,航空路妙墩路电力大院,住宅,1998年建成,江汉,武广万松园,0,0,14346,-4.17%,1,0,13924,-1.49%,114.2662735,30.59660912,114.2544157,30.59289862
2610604198,汉来广场,民权路98号,住宅,2000年建成,江汉,友谊路,0,0,13876,-0.48%,0,0,12767,-3.76%,114.2987213,30.57788467,114.2867295,30.574643
2611169080,海马公园,青年路与后襄河北路交汇处(市博物馆与后襄河公..,住宅,2016年建成,江汉,范湖西北湖,0,0,23438,-3.37%,2,0,22283,-0.66%,114.2617493,30.61852646,114.2498846,30.61473881
2610153240,汉口栈,汉口火车站广场西侧(汉口站东一路西侧),住宅,2011年建成,江汉,红旗渠常青路,0,0,13880,-0.79%,0,0,13880,0.12%,114.260849,30.62533951,114.2489818,30.62153673
2610070643,海虹景,三眼桥北路39号,住宅,2004年建成,江汉,唐家墩,0,0,21709,1.44%,0,0,20103,0.39%,114.284256,30.6197319,114.2722881,30.61630398
2610062720,航天花园三期,振兴路288号(复兴村武商量贩店旁CBD门户..,住宅,2003年建成,江汉,范湖西北湖,0,0,23358,1.46%,0,0,24005,0.00%,114.255455,30.61371613,114.2436093,30.6098656
